horse,horseLabel,mother,motherLabel,father,fatherLabel,birthyear,deathyear,genderLabel
http://www.wikidata.org/entity/Q107976752,TSF Dalera BB,,,,,2007,,female organism
http://www.wikidata.org/entity/Q107985047,Urvoso du Roch,,,http://www.wikidata.org/entity/Q115169862,Nervoso,2008,,male organism
http://www.wikidata.org/entity/Q107985495,Quel Filou 13,,,,,2006,,male organism
http://www.wikidata.org/entity/Q107986568,Italiano Vero,,,,,2018,,
http://www.wikidata.org/entity/Q107990464,Quel Homme de Hus,,,http://www.wikidata.org/entity/Q2123116,Quidam de Revel,2006,,male organism
http://www.wikidata.org/entity/Q107990851,Bond Jamesbond de Hay,,,http://www.wikidata.org/entity/Q17177198,Diamant de Semilly,2011,,male organism
http://www.wikidata.org/entity/Q107997074,Captain Corey,,,,,2018,,
http://www.wikidata.org/entity/Q107998472,Berlux Z,http://www.wikidata.org/entity/Q108151020,Dame de la Cour,,,2011,,male organism
http://www.wikidata.org/entity/Q107999302,Bingo du Parc,http://www.wikidata.org/entity/Q108128783,Tsigane Semilly,http://www.wikidata.org/entity/Q3331409,Mylord Carthago,2011,,male organism
http://www.wikidata.org/entity/Q108000624,Totem de Brecey,http://www.wikidata.org/entity/Q108166978,Jessy Landaise,http://www.wikidata.org/entity/Q3331409,Mylord Carthago,2007,,male organism
http://www.wikidata.org/entity/Q108001001,Amande de B'Neville,,,http://www.wikidata.org/entity/Q108534080,Oscar des Fontaines,2010,,female organism
http://www.wikidata.org/entity/Q108032020,Skalleti,,,,,,,
http://www.wikidata.org/entity/Q108037258,Kilkenny,http://www.wikidata.org/entity/Q108347791,MHS Pembrook Lady,http://www.wikidata.org/entity/Q31884517,Cardento,2012,,male organism
http://www.wikidata.org/entity/Q108044638,Toledo de Kerser,http://www.wikidata.org/entity/Q108134365,Ariane du prieuré II,http://www.wikidata.org/entity/Q17177198,Diamant de Semilly,2007,,male organism
http://www.wikidata.org/entity/Q108049175,Pêchard,,,,,1960,1994,male organism
http://www.wikidata.org/entity/Q108063931,Bolivar Gio Granno,,,,,2011,,male organism
http://www.wikidata.org/entity/Q108069418,Absolut Gold,,,,,2010,,male organism
http://www.wikidata.org/entity/Q108085080,Laws of Indices,,,,,,,
http://www.wikidata.org/entity/Q108098816,Venard de Cerisy,http://www.wikidata.org/entity/Q108099879,Rosée de Cerisy,http://www.wikidata.org/entity/Q108098839,Open Up Semilly,2009,,male organism
http://www.wikidata.org/entity/Q108098839,Open Up Semilly,,,http://www.wikidata.org/entity/Q17177198,Diamant de Semilly,2002,,male organism
http://www.wikidata.org/entity/Q108099879,Rosée de Cerisy,,,http://www.wikidata.org/entity/Q108099888,Djalisco du Guet,2005,,female organism
http://www.wikidata.org/entity/Q108099888,Djalisco du Guet,,,http://www.wikidata.org/entity/Q1679759,Jalisco B,1991,,male organism
http://www.wikidata.org/entity/Q108102419,Triton Fontaine,http://www.wikidata.org/entity/Q108294005,Grenouil Fontaine,http://www.wikidata.org/entity/Q108287460,Gentleman IV,2007,,male organism
http://www.wikidata.org/entity/Q108104850,Birmane,http://www.wikidata.org/entity/Q108134435,Royce de Kreisker,,,2011,,female organism
http://www.wikidata.org/entity/Q108105378,Sir Donnerhall II,http://www.wikidata.org/entity/Q108170392,Contenance D,http://www.wikidata.org/entity/Q7416863,Sandro Hit,2006,,male organism
http://www.wikidata.org/entity/Q108110674,マイネルアムンゼン,,,,,,,
http://www.wikidata.org/entity/Q108110677,メインキャスター,,,,,,,
http://www.wikidata.org/entity/Q108110693,アークヴィグラス,,,,,,,
http://www.wikidata.org/entity/Q108110711,Rose Julep,,,,,,,
http://www.wikidata.org/entity/Q108110749,ゴールデンキャスト,,,,,2000,2011,
http://www.wikidata.org/entity/Q108110783,ツルマルガール,,,,,,,
http://www.wikidata.org/entity/Q108110838,Mejiro Eagle,http://www.wikidata.org/entity/Q11284845,Amazon Warrior,,,1975,1995,male organism
http://www.wikidata.org/entity/Q108110842,カネユタカオー,,,,,,,
http://www.wikidata.org/entity/Q108110947,チトセホープ,,,,,,,
http://www.wikidata.org/entity/Q108110995,ケンホウ,,,,,,,
http://www.wikidata.org/entity/Q108113013,Cupido PB,,,,,2007,,male organism
http://www.wikidata.org/entity/Q108113323,Win Approval,,,,,,,
http://www.wikidata.org/entity/Q108120726,Hot Chocolat van de Kwaplas de la Gesse,,,,,2007,,male organism
http://www.wikidata.org/entity/Q108124266,Zo What,,,,,2004,,male organism
http://www.wikidata.org/entity/Q108128783,Tsigane Semilly,,,http://www.wikidata.org/entity/Q17177198,Diamant de Semilly,2007,,female organism
http://www.wikidata.org/entity/Q108131779,Cor d'Alme Z,http://www.wikidata.org/entity/Q108133075,Aleska Z,http://www.wikidata.org/entity/Q1131753,Cor de la Bryere,1986,,male organism
http://www.wikidata.org/entity/Q108132695,Sanisa,http://www.wikidata.org/entity/Q108132910,Lisa,http://www.wikidata.org/entity/Q108132799,Sandro,1992,,female organism
http://www.wikidata.org/entity/Q108132799,Sandro,http://www.wikidata.org/entity/Q108133282,Duerte,http://www.wikidata.org/entity/Q108132948,Sacramento Song,1974,2005,male organism
http://www.wikidata.org/entity/Q108132857,Grannuschka,http://www.wikidata.org/entity/Q108133248,Rumina,http://www.wikidata.org/entity/Q26236952,Grannus,1991,,female organism
http://www.wikidata.org/entity/Q108132910,Lisa,http://www.wikidata.org/entity/Q108133341,Drina,http://www.wikidata.org/entity/Q108133044,Lindberg,1977,,female organism
http://www.wikidata.org/entity/Q108132948,Sacramento Song,http://www.wikidata.org/entity/Q111317646,Easter Gala,http://www.wikidata.org/entity/Q7507388,Sicambre,1967,,male organism
http://www.wikidata.org/entity/Q108133044,Lindberg,http://www.wikidata.org/entity/Q108169667,Feder,http://www.wikidata.org/entity/Q108167211,Der Loewe,1971,,male organism
http://www.wikidata.org/entity/Q108133075,Aleska Z,http://www.wikidata.org/entity/Q108147374,Landdorne Z,http://www.wikidata.org/entity/Q2649831,Alme,1980,,female organism
http://www.wikidata.org/entity/Q108133137,Wiadora,,,http://www.wikidata.org/entity/Q26236952,Grannus,1989,,female organism
http://www.wikidata.org/entity/Q108133248,Rumina,http://www.wikidata.org/entity/Q108156892,Voila,http://www.wikidata.org/entity/Q108156123,Ramino,1985,,female organism
http://www.wikidata.org/entity/Q108133282,Duerte,http://www.wikidata.org/entity/Q111317597,Velour,http://www.wikidata.org/entity/Q108155981,Wahnfried,1967,,female organism
http://www.wikidata.org/entity/Q108133341,Drina,http://www.wikidata.org/entity/Q111317636,Alsterpalme,http://www.wikidata.org/entity/Q111317613,Domspatz,1970,,female organism
http://www.wikidata.org/entity/Q108133575,Chacclina,http://www.wikidata.org/entity/Q65248110,Coulisa,http://www.wikidata.org/entity/Q66755850,Chacco-Blue,2008,,female organism
http://www.wikidata.org/entity/Q108133757,Weltmeister,,,,,1971,,male organism
http://www.wikidata.org/entity/Q108133887,Westminster,,,http://www.wikidata.org/entity/Q108133757,Weltmeister,1980,,male organism
http://www.wikidata.org/entity/Q108133928,Andachtige,,,http://www.wikidata.org/entity/Q26236952,Grannus,1980,,female organism
http://www.wikidata.org/entity/Q108133987,Weihevoll,,,http://www.wikidata.org/entity/Q7416863,Sandro Hit,2001,,female organism
http://www.wikidata.org/entity/Q108134204,Jessy des Monceaux,,,,,1997,2013,female organism
http://www.wikidata.org/entity/Q108134365,Ariane du prieuré II,,,http://www.wikidata.org/entity/Q21427740,Papillon Rouge,1988,,female organism
http://www.wikidata.org/entity/Q108134435,Royce de Kreisker,,,http://www.wikidata.org/entity/Q17177198,Diamant de Semilly,2005,,female organism
http://www.wikidata.org/entity/Q108135580,Welt As,,,http://www.wikidata.org/entity/Q108133757,Weltmeister,1977,,male organism
http://www.wikidata.org/entity/Q108135811,Kalmia,,,http://www.wikidata.org/entity/Q96240715,Tigris,1888,,male organism
http://www.wikidata.org/entity/Q108138203,Argentina,,,http://www.wikidata.org/entity/Q2649831,Alme,1977,,female organism
http://www.wikidata.org/entity/Q108138347,Raimond,http://www.wikidata.org/entity/Q108570595,Infra,http://www.wikidata.org/entity/Q77035386,Ramzes,1960,,male organism
http://www.wikidata.org/entity/Q108138558,High Lady,,,http://www.wikidata.org/entity/Q22315525,Landgraf I,1993,,female organism
http://www.wikidata.org/entity/Q108139461,Hispania de Bacon,,,http://www.wikidata.org/entity/Q3227709,Le Tot de Semilly,1995,,female organism
http://www.wikidata.org/entity/Q108139754,Nikita,,,http://www.wikidata.org/entity/Q108139830,Jokinal de Bornival,1990,,female organism
http://www.wikidata.org/entity/Q108139830,Jokinal de Bornival,http://www.wikidata.org/entity/Q108139992,Lady Wokina,http://www.wikidata.org/entity/Q2649831,Alme,1986,,male organism
http://www.wikidata.org/entity/Q108139992,Lady Wokina,,,,,1965,,female organism
http://www.wikidata.org/entity/Q108140071,La Citadelle,http://www.wikidata.org/entity/Q22321159,Girondine,http://www.wikidata.org/entity/Q22329688,Jus de Pomme,1955,,female organism
http://www.wikidata.org/entity/Q108141763,Graphit,,,http://www.wikidata.org/entity/Q108141943,Grande,1964,,male organism
http://www.wikidata.org/entity/Q108141847,Odessa,,,,,1967,,female organism
http://www.wikidata.org/entity/Q108141943,Grande,,,,,1958,,male organism
http://www.wikidata.org/entity/Q108142354,J.J.Stitch,,,,,2017,,
http://www.wikidata.org/entity/Q108144349,Vase,,,http://www.wikidata.org/entity/Q77035386,Ramzes,1961,,female organism
http://www.wikidata.org/entity/Q108144628,Folia,http://www.wikidata.org/entity/Q108144349,Vase,http://www.wikidata.org/entity/Q108552717,Maximus,1969,,female organism
http://www.wikidata.org/entity/Q108145030,Calando I,http://www.wikidata.org/entity/Q111342053,Furgund,http://www.wikidata.org/entity/Q1131753,Cor de la Bryere,1974,,male organism
http://www.wikidata.org/entity/Q108145132,Soleil,http://www.wikidata.org/entity/Q108145154,Kuerette,http://www.wikidata.org/entity/Q22319718,Capitol I,1980,,female organism
http://www.wikidata.org/entity/Q108145154,Kuerette,http://www.wikidata.org/entity/Q108552593,Tamino,http://www.wikidata.org/entity/Q108552533,Maestoso,1973,,female organism
http://www.wikidata.org/entity/Q108147374,Landdorne Z,,,,,1967,,female organism
http://www.wikidata.org/entity/Q108147823,Lord Gordon,,,http://www.wikidata.org/entity/Q2649831,Alme,1977,,male organism
http://www.wikidata.org/entity/Q108147994,Neurine,,,http://www.wikidata.org/entity/Q22248717,Laudanum,1979,,female organism
http://www.wikidata.org/entity/Q108148271,Verboise,http://www.wikidata.org/entity/Q108689211,Lorette,http://www.wikidata.org/entity/Q108166890,Centaure du Bois,1965,,female organism
http://www.wikidata.org/entity/Q108148440,Ramona la Rouge,http://www.wikidata.org/entity/Q108148271,Verboise,http://www.wikidata.org/entity/Q1679759,Jalisco B,1983,1996,female organism
http://www.wikidata.org/entity/Q108149073,Calimera,,,http://www.wikidata.org/entity/Q66615599,Couleur Rubin,2002,,female organism
http://www.wikidata.org/entity/Q108149804,Argentina,,,http://www.wikidata.org/entity/Q76597764,Argentinus,1992,,female organism
http://www.wikidata.org/entity/Q108150994,Sandro Song,,,http://www.wikidata.org/entity/Q108132799,Sandro,1988,,male organism
http://www.wikidata.org/entity/Q108151020,Dame de la Cour,,,http://www.wikidata.org/entity/Q108151032,Major de la Cour,,,female organism
http://www.wikidata.org/entity/Q108151032,Major de la Cour,,,http://www.wikidata.org/entity/Q22306589,Grand Veneur,1978,,male organism
http://www.wikidata.org/entity/Q108151053,Showtime FRH,,,http://www.wikidata.org/entity/Q7416863,Sandro Hit,,,female organism
http://www.wikidata.org/entity/Q108155981,Wahnfried,,,,,1962,,male organism
http://www.wikidata.org/entity/Q108156123,Ramino,,,http://www.wikidata.org/entity/Q22955711,Ramiro Z,1980,,male organism
http://www.wikidata.org/entity/Q108156892,Voila,,,,,1979,,female organism
http://www.wikidata.org/entity/Q108161727,Jarme van't Steentje,,,http://www.wikidata.org/entity/Q97156820,Lys de Darmen,1986,,female organism
http://www.wikidata.org/entity/Q108161866,Bacarole,,,,,1983,,female organism
http://www.wikidata.org/entity/Q108162245,Warthburg,,,http://www.wikidata.org/entity/Q108599126,Aldato,1962,,female organism
http://www.wikidata.org/entity/Q108166526,Foxhunter,,,,,1929,,male organism
http://www.wikidata.org/entity/Q108166554,Rancune,http://www.wikidata.org/entity/Q108200544,Rockella,http://www.wikidata.org/entity/Q11295571,Cavaliere d'Arpino,1940,,female organism
http://www.wikidata.org/entity/Q108166641,Vestale du Bois Margot,http://www.wikidata.org/entity/Q108199955,Kristine du bois Margot,http://www.wikidata.org/entity/Q108200504,Landau,1942,,female organism
http://www.wikidata.org/entity/Q108166676,Quanagra,http://www.wikidata.org/entity/Q22318493,Tanagra,http://www.wikidata.org/entity/Q3094865,Galoubet A,1982,,female organism
http://www.wikidata.org/entity/Q108166773,Hermine de Brekka,,,http://www.wikidata.org/entity/Q115192356,Apache d'Adriers,1995,,female organism
http://www.wikidata.org/entity/Q108166890,Centaure du Bois,http://www.wikidata.org/entity/Q108689655,Quiryda,http://www.wikidata.org/entity/Q108689524,Trianon du Bois,1946,,male organism
http://www.wikidata.org/entity/Q108166949,Quouglof Rouge,http://www.wikidata.org/entity/Q108148271,Verboise,,,1982,,male organism
http://www.wikidata.org/entity/Q108166978,Jessy Landaise,,,http://www.wikidata.org/entity/Q108166949,Quouglof Rouge,1997,,female organism
http://www.wikidata.org/entity/Q108167211,Der Loewe,,,,,1944,,male organism
http://www.wikidata.org/entity/Q108168114,Romanella,,,,,1944,,female organism
http://www.wikidata.org/entity/Q108169667,Feder,,,,,1958,,female organism
http://www.wikidata.org/entity/Q108170137,All Star 5,http://www.wikidata.org/entity/Q108170280,April Love ZH,http://www.wikidata.org/entity/Q76597764,Argentinus,2003,,male organism
http://www.wikidata.org/entity/Q108170280,April Love ZH,,,http://www.wikidata.org/entity/Q2649831,Alme,1982,,female organism
http://www.wikidata.org/entity/Q108170336,Silvio I,,,http://www.wikidata.org/entity/Q108132799,Sandro,1987,,male organism
http://www.wikidata.org/entity/Q108170392,Contenance D,,,http://www.wikidata.org/entity/Q1241877,Donnerhall,1995,,female organism
http://www.wikidata.org/entity/Q108170498,Argentan I,http://www.wikidata.org/entity/Q115011800,Worms,http://www.wikidata.org/entity/Q115009223,Absatz,1967,,male organism
http://www.wikidata.org/entity/Q108170639,April Sun,,,http://www.wikidata.org/entity/Q76597764,Argentinus,1993,,female organism
http://www.wikidata.org/entity/Q108170730,Raffiness 25,,,http://www.wikidata.org/entity/Q108170782,Raphael,2000,,female organism
http://www.wikidata.org/entity/Q108170782,Raphael,,,http://www.wikidata.org/entity/Q22955711,Ramiro Z,1979,,male organism
http://www.wikidata.org/entity/Q108170877,Valine,http://www.wikidata.org/entity/Q108574655,Holle,http://www.wikidata.org/entity/Q108188977,Cottage Son,1961,,female organism
http://www.wikidata.org/entity/Q108178343,Jura van St Maarten,http://www.wikidata.org/entity/Q114975139,Landlady,http://www.wikidata.org/entity/Q22329202,Nimmerdor,1993,,female organism
http://www.wikidata.org/entity/Q108178407,Illico d'Arsouilles,,,http://www.wikidata.org/entity/Q108178445,Fleuri du Manoir,1985,,female organism
http://www.wikidata.org/entity/Q108178445,Fleuri du Manoir,,,http://www.wikidata.org/entity/Q3147477,Ibrahim,1971,,male organism
http://www.wikidata.org/entity/Q108178564,Golympia,,,,,1983,,female organism
http://www.wikidata.org/entity/Q108178669,Lugano van La Roche,http://www.wikidata.org/entity/Q115283684,Adlerflut,http://www.wikidata.org/entity/Q115283602,Lugano I,1963,,male organism
http://www.wikidata.org/entity/Q108180705,Boyante de Muze,,,http://www.wikidata.org/entity/Q26708090,Kashmir van't Schuttershof,2001,,female organism
http://www.wikidata.org/entity/Q108180864,Capitano,http://www.wikidata.org/entity/Q108180936,Retina,http://www.wikidata.org/entity/Q108188960,Corporal,1968,,male organism
http://www.wikidata.org/entity/Q108180936,Retina,http://www.wikidata.org/entity/Q108567053,Dolli,http://www.wikidata.org/entity/Q77035386,Ramzes,1952,,female organism
http://www.wikidata.org/entity/Q108182198,Ifrane,,,,,1974,,female organism
http://www.wikidata.org/entity/Q108185907,Felix Orlando,,,,,2018,,
http://www.wikidata.org/entity/Q108188870,Delicieuse,http://www.wikidata.org/entity/Q108366765,Tapissiere,http://www.wikidata.org/entity/Q22329688,Jus de Pomme,1947,,female organism
http://www.wikidata.org/entity/Q108188923,Kerrin,http://www.wikidata.org/entity/Q115283503,Fangelika,http://www.wikidata.org/entity/Q115283458,Mambo,1973,,female organism
http://www.wikidata.org/entity/Q108188960,Corporal,http://www.wikidata.org/entity/Q108567011,Gimara,http://www.wikidata.org/entity/Q108188977,Cottage Son,1963,,male organism
http://www.wikidata.org/entity/Q108188977,Cottage Son,http://www.wikidata.org/entity/Q108576577,Wait not,http://www.wikidata.org/entity/Q108575965,Young Lover,1944,,male organism
http://www.wikidata.org/entity/Q108195957,Niska,,,http://www.wikidata.org/entity/Q108195978,Ignace,1871,,female organism
http://www.wikidata.org/entity/Q108195978,Ignace,,,,,1864,,male organism
http://www.wikidata.org/entity/Q108196015,Mrs. Walker,http://www.wikidata.org/entity/Q108196179,Zinganee mare,http://www.wikidata.org/entity/Q108196068,Jereed,1844,,female organism
http://www.wikidata.org/entity/Q108196068,Jereed,,,http://www.wikidata.org/entity/Q7636587,Sultan,1834,,male organism
http://www.wikidata.org/entity/Q108196179,Zinganee mare,,,,,1837,,female organism
http://www.wikidata.org/entity/Q108197344,Wisma,,,http://www.wikidata.org/entity/Q1026643,Caletto II,1984,,female organism
http://www.wikidata.org/entity/Q108199296,Deka,http://www.wikidata.org/entity/Q108208257,Oekonomie,http://www.wikidata.org/entity/Q108199562,Consul,1967,,female organism
http://www.wikidata.org/entity/Q108199562,Consul,http://www.wikidata.org/entity/Q108284025,Isolde,http://www.wikidata.org/entity/Q108188977,Cottage Son,1960,,male organism
http://www.wikidata.org/entity/Q108199776,Clovis C,http://www.wikidata.org/entity/Q108199897,Semiramis V,http://www.wikidata.org/entity/Q96199308,Kœnigsberg,1924,,male organism
http://www.wikidata.org/entity/Q108199897,Semiramis V,,,http://www.wikidata.org/entity/Q96215113,Virois,1918,,female organism
http://www.wikidata.org/entity/Q108199955,Kristine du bois Margot,,,http://www.wikidata.org/entity/Q108199776,Clovis C,1932,,female organism
http://www.wikidata.org/entity/Q108200504,Landau,,,,,1933,,male organism
http://www.wikidata.org/entity/Q108200544,Rockella,,,,,1936,,female organism
http://www.wikidata.org/entity/Q108200570,Riquette,,,,,1939,,female organism
http://www.wikidata.org/entity/Q108208257,Oekonomie,http://www.wikidata.org/entity/Q108588246,Fahre,http://www.wikidata.org/entity/Q108240334,Matador,1955,,female organism
http://www.wikidata.org/entity/Q108208640,Trueshan,,,,,,,
http://www.wikidata.org/entity/Q108210992,Sister Olive,,,,,1918,,female organism
http://www.wikidata.org/entity/Q108225194,Auraria,,,,,,,female organism
http://www.wikidata.org/entity/Q108226959,Acrasia,,,,,,,female organism
http://www.wikidata.org/entity/Q108240334,Matador,,,,,1948,,male organism
http://www.wikidata.org/entity/Q108241226,One And Only,,,,,,,
http://www.wikidata.org/entity/Q108281411,Court Dress,,,,,,,
http://www.wikidata.org/entity/Q108281481,Lady Bowthorpe,,,,,,,
http://www.wikidata.org/entity/Q108284025,Isolde,,,,,1950,,female organism
http://www.wikidata.org/entity/Q108287460,Gentleman IV,http://www.wikidata.org/entity/Q108293760,Narcotique,http://www.wikidata.org/entity/Q22248717,Laudanum,1994,,male organism
http://www.wikidata.org/entity/Q108293760,Narcotique,http://www.wikidata.org/entity/Q108296021,Bourree,http://www.wikidata.org/entity/Q22323821,Fair Play III,1979,,female organism
http://www.wikidata.org/entity/Q108294005,Grenouil Fontaine,,,,,1994,,female organism
http://www.wikidata.org/entity/Q108296021,Bourree,,,,,1967,,female organism
http://www.wikidata.org/entity/Q108296913,Flore du Plessis II,http://www.wikidata.org/entity/Q108296021,Bourree,,,1993,,female organism
http://www.wikidata.org/entity/Q108307701,Admiral As,,,,,2016,,
http://www.wikidata.org/entity/Q108308078,Månlykke A.M.,,,,,2014,,
http://www.wikidata.org/entity/Q108308358,Perfect Power,,,,,,,male organism
http://www.wikidata.org/entity/Q1083118,Ruffian,http://www.wikidata.org/entity/Q7494198,Shenanigans,http://www.wikidata.org/entity/Q7318397,Reviewer,1972,1975,female organism
http://www.wikidata.org/entity/Q108331474,Stella,,,http://www.wikidata.org/entity/Q108331546,Nithard,1962,,female organism
http://www.wikidata.org/entity/Q108331546,Nithard,,,,,1948,,male organism
http://www.wikidata.org/entity/Q108332012,Unika,,,,,,,female organism
http://www.wikidata.org/entity/Q108332233,Eteuse,,,,,1948,,female organism
http://www.wikidata.org/entity/Q108332267,Laurier Thym,,,http://www.wikidata.org/entity/Q65939603,Ultimate,1955,,male organism
http://www.wikidata.org/entity/Q108332317,Histoire,,,,,1951,,female organism
http://www.wikidata.org/entity/Q108332399,Margarette L A,http://www.wikidata.org/entity/Q108374416,Amoureuse,http://www.wikidata.org/entity/Q108332521,Herquemoulin,1956,,female organism
http://www.wikidata.org/entity/Q108332521,Herquemoulin,http://www.wikidata.org/entity/Q108347251,Chique Caennaise,http://www.wikidata.org/entity/Q26719877,Fra Diavolo,1951,,male organism
http://www.wikidata.org/entity/Q1083357,Goldikova,http://www.wikidata.org/entity/Q63980977,Born Gold,http://www.wikidata.org/entity/Q4750541,Anabaa,2005,,female organism
http://www.wikidata.org/entity/Q108337120,Kultimate,http://www.wikidata.org/entity/Q108337173,Gamine,http://www.wikidata.org/entity/Q65939603,Ultimate,1954,,male organism
http://www.wikidata.org/entity/Q108337150,Thundering Nights,,,,,,,
http://www.wikidata.org/entity/Q108337173,Gamine,,,http://www.wikidata.org/entity/Q22329688,Jus de Pomme,1950,,female organism
http://www.wikidata.org/entity/Q108347251,Chique Caennaise,,,,,1946,,female organism
http://www.wikidata.org/entity/Q108347791,MHS Pembrook Lady,,,http://www.wikidata.org/entity/Q22309660,Guidam,2007,,female organism
http://www.wikidata.org/entity/Q108366606,Électre V,http://www.wikidata.org/entity/Q108366661,Ulema,http://www.wikidata.org/entity/Q26691472,Night and Day,1970,1988,female organism
http://www.wikidata.org/entity/Q108366661,Ulema,,,,,1964,,female organism
http://www.wikidata.org/entity/Q108366765,Tapissiere,,,,,,,female organism
http://www.wikidata.org/entity/Q108370476,Maureen,http://www.wikidata.org/entity/Q111705721,Saint Prisca,http://www.wikidata.org/entity/Q7560561,Son-in-Law,1931,,female organism
http://www.wikidata.org/entity/Q108374416,Amoureuse,,,http://www.wikidata.org/entity/Q22329688,Jus de Pomme,1944,,female organism
http://www.wikidata.org/entity/Q108400214,Trivalve,,,,,,,male organism
http://www.wikidata.org/entity/Q108415323,Mo'unga,,,,,,,
http://www.wikidata.org/entity/Q108415782,Helvic Dream,,,,,,,
http://www.wikidata.org/entity/Q108415813,Winter Power,,,,,2018,,
http://www.wikidata.org/entity/Q108421995,San Moteur,,,,,2017,,
http://www.wikidata.org/entity/Q108424656,Namura Clair,,,,,,,
http://www.wikidata.org/entity/Q108432181,Calgary Games,,,,,2017,,
http://www.wikidata.org/entity/Q108438999,Born Unicorn,,,,,2014,,
http://www.wikidata.org/entity/Q108444941,Broome,,,,,,,male organism
http://www.wikidata.org/entity/Q108515138,Incentivise,,,,,,,male organism
http://www.wikidata.org/entity/Q108515425,The Filbert,,,,,,,male organism
http://www.wikidata.org/entity/Q108515977,Commands,,,,,,,male organism
http://www.wikidata.org/entity/Q108516035,Mufhasa,,,,,,,male organism
http://www.wikidata.org/entity/Q108516435,Lazarus,,,,,,,male organism
http://www.wikidata.org/entity/Q108516579,O'Reilly,,,,,,,male organism
http://www.wikidata.org/entity/Q108532528,Ebro River,,,,,,,
http://www.wikidata.org/entity/Q108534080,Oscar des Fontaines,http://www.wikidata.org/entity/Q108534424,Lara des Fontaines,http://www.wikidata.org/entity/Q63384741,Lando,2002,,male organism
http://www.wikidata.org/entity/Q108534424,Lara des Fontaines,,,http://www.wikidata.org/entity/Q66505487,Mr. Blue,1999,,female organism
http://www.wikidata.org/entity/Q108535078,Holivea van Costersveld,,,,,1991,,female organism
http://www.wikidata.org/entity/Q108535171,Urte,,,,,1982,,female organism
http://www.wikidata.org/entity/Q108543210,Jesprit,,,,,1991,,female organism
http://www.wikidata.org/entity/Q108552533,Maestoso,,,http://www.wikidata.org/entity/Q11315479,Sovereign Path,1962,,male organism
http://www.wikidata.org/entity/Q108552593,Tamino,,,,,1959,,female organism
http://www.wikidata.org/entity/Q108552717,Maximus,,,,,1963,,male organism
http://www.wikidata.org/entity/Q108561958,Callmethebreeze,,,,,2018,,
http://www.wikidata.org/entity/Q108566653,Hasja,,,,,1971,,female organism
http://www.wikidata.org/entity/Q108566706,Tabelle,,,,,1959,,female organism
http://www.wikidata.org/entity/Q108566822,Cita,,,http://www.wikidata.org/entity/Q63323637,Ladykiller,1966,,female organism
http://www.wikidata.org/entity/Q108566951,Zaala,,,,,1985,,female organism
http://www.wikidata.org/entity/Q108567011,Gimara,,,,,1948,,female organism
http://www.wikidata.org/entity/Q108567053,Dolli,,,,,1945,,female organism
http://www.wikidata.org/entity/Q108570074,Rivette,,,,,,,
http://www.wikidata.org/entity/Q108570325,Rittersporn,http://www.wikidata.org/entity/Q108570546,Molly Clarke,http://www.wikidata.org/entity/Q108570358,Saint Saulge,1917,,male organism
http://www.wikidata.org/entity/Q108570358,Saint Saulge,,,http://www.wikidata.org/entity/Q61997359,Le Sancy,1899,,male organism
http://www.wikidata.org/entity/Q108570395,Jordi,http://www.wikidata.org/entity/Q108570528,139 Demeter,http://www.wikidata.org/entity/Q108570482,532 Shagya X-3,1928,,female organism
http://www.wikidata.org/entity/Q108570454,Gem of gems,,,,,1873,,female organism
http://www.wikidata.org/entity/Q108570482,532 Shagya X-3,http://www.wikidata.org/entity/Q123496558,117 Amurath-2,,,1909,,male organism
http://www.wikidata.org/entity/Q108570528,139 Demeter,,,,,1920,,female organism
http://www.wikidata.org/entity/Q108570546,Molly Clarke,,,http://www.wikidata.org/entity/Q108570559,St. Angelo,1902,,female organism
http://www.wikidata.org/entity/Q108570559,St. Angelo,,,http://www.wikidata.org/entity/Q1492693,Galopin,1889,,male organism
http://www.wikidata.org/entity/Q108570595,Infra,http://www.wikidata.org/entity/Q108577413,Lining,http://www.wikidata.org/entity/Q108576842,Fanatiker,1950,,female organism
http://www.wikidata.org/entity/Q108574655,Holle,http://www.wikidata.org/entity/Q108576785,Ilona,http://www.wikidata.org/entity/Q108576687,Logenschliesser,1949,,female organism
http://www.wikidata.org/entity/Q108575965,Young Lover,,,,,1930,,male organism
http://www.wikidata.org/entity/Q108576577,Wait not,,,,,1925,,female organism
http://www.wikidata.org/entity/Q108576687,Logenschliesser,,,,,1943,,male organism
http://www.wikidata.org/entity/Q108576785,Ilona,,,,,1932,,female organism
http://www.wikidata.org/entity/Q108576842,Fanatiker,,,,,1940,,male organism
http://www.wikidata.org/entity/Q108577413,Lining,,,,,1934,,female organism
http://www.wikidata.org/entity/Q108577530,Pacific,http://www.wikidata.org/entity/Q108598878,Joyful Lady,http://www.wikidata.org/entity/Q22324188,Corland,1997,,male organism
http://www.wikidata.org/entity/Q108586345,Thyra,http://www.wikidata.org/entity/Q108587966,Odetta,http://www.wikidata.org/entity/Q22315525,Landgraf I,1981,,female organism
http://www.wikidata.org/entity/Q108587966,Odetta,http://www.wikidata.org/entity/Q108588111,Ibylle,http://www.wikidata.org/entity/Q108588082,Ronald,1977,,female organism
http://www.wikidata.org/entity/Q108588082,Ronald,,,http://www.wikidata.org/entity/Q22955711,Ramiro Z,1970,,male organism
http://www.wikidata.org/entity/Q108588111,Ibylle,http://www.wikidata.org/entity/Q108180936,Retina,,,1972,,female organism
